ensg	hgnc	chrom	obs_lof	exp_lof	prior_mean	post_mean	post_lower_95	post_upper_95
ENSG00000065665	HGNC:17702	chr10	9.0	28.127	0.05215478	0.04554533	0.02414705	0.07502204
ENSG00000175485	HGNC:15239	chr11	5.0	5.7849	0.04511042	0.04557638	9.105e-05	0.25036402
ENSG00000102572	HGNC:11403	chr13	8.0	24.869	0.07559738	0.04558483	0.01812205	0.08995104
ENSG00000150990	HGNC:17210	chr12	10.0	58.713	0.01991203	0.0455926	0.02659005	0.07130904
ENSG00000123572	HGNC:25391	chrX	9.0	54.383	0.02292054	0.04560287	0.02159705	0.08297604
ENSG00000107566	HGNC:16947	chr10	5.0	19.499	0.0616553	0.04562492	0.01848105	0.08838204
ENSG00000138768	HGNC:30904	chr4	12.0	52.62	0.07334163	0.04564278	0.02026305	0.08314504
ENSG00000197961	HGNC:12904	chr19	0.0	0.99157	0.03931157	0.04564421	0.00414105	0.14894904
ENSG00000148219	HGNC:17021	chr9	8.0	58.57	0.06534058	0.04566351	0.02597405	0.07298004
ENSG00000153558	HGNC:13598	chr3	10.0	32.592	0.08506953	0.04567679	0.02619505	0.07206704
ENSG00000132434	HGNC:6509	chr7	6.0	25.902	0.01659379	0.04571631	0.01860305	0.08413104
ENSG00000215845	HGNC:35410	chr1	1.0	4.845	0.01122518	0.04572508	9.205e-05	0.21527603
ENSG00000169762	HGNC:26887	chr4	7.0	23.308	0.05772285	0.04574091	0.01712205	0.09457804
ENSG00000151778	HGNC:20607	chr13	0.0	3.5872	0.02287932	0.04574878	0.00209205	0.15912703
ENSG00000127870	HGNC:10069	chr13	9.0	29.838	0.09991476	0.04577418	0.02688805	0.07145504
ENSG00000162290	HGNC:18714	chr3	5.0	25.736	0.04630776	0.04578693	0.00078605	0.20561503
ENSG00000178074	HGNC:26799	chr2	5.0	13.055	0.04221514	0.04580216	0.01187205	0.10137904
ENSG00000143850	HGNC:17053	chr1	14.0	51.856	0.06214766	0.04585175	0.02715105	0.07103904
ENSG00000184117	HGNC:7827	chr22	6.0	22.134	0.04038357	0.04588254	0.01926805	0.08480204
ENSG00000146966	HGNC:22212	chr7	12.0	47.432	0.05118057	0.04590933	0.02735205	0.07053604
ENSG00000132912	HGNC:15518	chr5	6.0	30.696	0.0341422	0.04592742	0.02202405	0.08036704
ENSG00000130702	HGNC:6485	chr20	44.0	182.1	0.01194285	0.04595102	0.03105705	0.06355004
ENSG00000011426	HGNC:14082	chr7	14.0	58.485	0.02608265	0.04595686	0.01900505	0.07518404
ENSG00000188177	HGNC:24762	chr2	10.0	41.801	0.15364635	0.04598433	0.02307005	0.08266004
ENSG00000105963	HGNC:16486	chr7	5.0	23.954	0.03990888	0.04598481	0.02190505	0.08004904
ENSG00000124120	HGNC:16114	chr20	4.0	13.774	0.02368089	0.04599063	0.01229105	0.09674704
ENSG00000132003	HGNC:25704	chr19	14.0	38.031	0.05930386	0.04601387	0.02455005	0.07553904
ENSG00000149418	HGNC:11344	chr11	9.0	41.884	0.03974114	0.04605237	0.02488905	0.07522904
ENSG00000141429	HGNC:4123	chr18	10.0	28.909	0.14359406	0.04606919	0.02351505	0.07926804
ENSG00000145191	HGNC:3261	chr3	10.0	38.479	0.02801769	0.04608844	0.02601305	0.07313604
ENSG00000138641	HGNC:4876	chr4	14.0	56.371	0.04859289	0.04609952	0.02575105	0.07640604
ENSG00000107815	HGNC:1160	chr10	10.0	30.319	0.03081536	0.04610721	0.02651805	0.07218104
ENSG00000198833	HGNC:17598	chr6	4.0	18.507	0.04923183	0.04611146	0.01916005	0.08615504
ENSG00000129250	HGNC:6317	chr17	12.0	56.957	0.04277394	0.04612693	0.02881705	0.06921604
ENSG00000089123	HGNC:15859	chr20	5.0	24.769	0.03911109	0.04613741	0.01728305	0.09071004
ENSG00000139350	HGNC:7723	chr12	7.0	31.571	0.0221347	0.04614821	0.01637005	0.09579304
ENSG00000116918	HGNC:12380	chr1	3.0	14.668	0.08639151	0.04615145	0.01486805	0.09685504
ENSG00000160062	HGNC:24172	chr1	7.0	17.869	0.06137595	0.0461525	0.02027505	0.08353904
ENSG00000107984	HGNC:2891	chr10	3.0	10.657	0.02471889	0.04615606	0.00355005	0.12598804
ENSG00000103326	HGNC:11182	chr16	7.0	41.582	0.06808044	0.04616638	0.02565205	0.07521104
ENSG00000159403	HGNC:1246	chr12	5.0	26.964	0.00581398	0.04619844	0.00894005	0.09823504
ENSG00000164823	HGNC:1355	chr8	5.0	24.609	0.04223216	0.04621041	0.02295505	0.07905104
ENSG00000125656	HGNC:2084	chr19	2.0	11.148	0.04128152	0.04621731	0.00791605	0.11660304
ENSG00000122986	HGNC:28240	chr12	2.0	11.772	0.02723055	0.04621984	0.00668905	0.11676604
ENSG00000111145	HGNC:3325	chr12	4.0	12.809	0.11981886	0.04622205	0.01560305	0.09505304
ENSG00000038295	HGNC:11843	chr4	14.0	59.099	0.03579971	0.04624943	0.02929905	0.06812804
ENSG00000081377	HGNC:1719	chr9	4.0	26.695	0.01783054	0.04626176	0.00692505	0.13714904
ENSG00000144369	HGNC:29412	chr2	7.0	32.259	0.0416746	0.04631522	0.01657505	0.09123604
ENSG00000197106	HGNC:31399	chr1	6.0	28.045	0.04433223	0.04634109	0.02281605	0.07967104
ENSG00000100221	HGNC:28953	chr22	4.0	11.062	0.07171597	0.04636309	0.01298305	0.10112604
ENSG00000159899	HGNC:7944	chr9	18.0	53.976	0.06554537	0.04636916	0.02979505	0.06786804
ENSG00000163590	HGNC:16381	chr3	3.0	14.493	0.0794494	0.0463802	0.01768505	0.09633304
ENSG00000167604	HGNC:15671	chr19	4.0	17.164	0.07420772	0.04640245	0.01520005	0.09613404
ENSG00000062598	HGNC:17233	chr20	17.0	45.827	0.07518467	0.04645527	0.02665905	0.07326704
ENSG00000146433	HGNC:20958	chr6	10.0	32.577	0.036987	0.04646478	0.01810605	0.09164604
ENSG00000136156	HGNC:6174	chr13	2.0	11.755	0.05857289	0.04648153	0.01212005	0.10447204
ENSG00000124406	HGNC:13531	chr4	18.0	77.211	0.04730025	0.04648203	0.03127605	0.06579604
ENSG00000187189	HGNC:21559	chr6	9.0	12.284	0.04688378	0.04649537	0.00020005	0.24142803
ENSG00000148672	HGNC:4335	chr10	8.0	23.598	0.08222373	0.04652565	0.02019105	0.08629304
ENSG00000090615	HGNC:4426	chr12	20.0	76.409	0.02542382	0.04659346	0.02961905	0.06840004
ENSG00000181274	HGNC:16048	chr10	2.0	3.2118	0.04677806	0.04662888	0.00017305	0.24523403
ENSG00000166006	HGNC:6234	chr12	5.0	19.706	0.12917886	0.04663159	0.02131405	0.08535004
ENSG00000167881	HGNC:11302	chr17	10.0	37.517	0.0893416	0.0466323	0.02503605	0.07691704
ENSG00000054803	HGNC:16231	chr20	2.0	6.2609	0.08192131	0.04667844	0.00701905	0.12507504
ENSG00000119787	HGNC:24047	chr2	10.0	33.81	0.07745643	0.04668083	0.02130405	0.07837504
ENSG00000137040	HGNC:9851	chr9	13.0	34.593	0.04665487	0.04668607	0.00427505	0.15560603
ENSG00000168267	HGNC:23734	chr10	2.0	6.2327	0.05339815	0.04670137	0.00338605	0.14759104
ENSG00000174516	HGNC:30010	chr11	7.0	19.995	0.03293193	0.04670192	0.01819305	0.08898704
ENSG00000177169	HGNC:12558	chr12	8.0	50.143	0.10171383	0.04672019	0.02644005	0.07609704
ENSG00000183558	HGNC:4736	chr1			0.04684576	0.04673213	9.305e-05	0.25773402
ENSG00000105726	HGNC:24215	chr19	10.0	57.771	0.02311052	0.04673466	0.02664305	0.07629704
ENSG00000213658	HGNC:18874	chr16	7.0	19.922	0.02877668	0.04674181	0.01239705	0.10106004
ENSG00000008277	HGNC:201	chr7	14.0	60.358	0.07927824	0.04674347	0.02759705	0.07559404
ENSG00000087088	HGNC:959	chr19	2.0	8.3828	0.05182427	0.04677206	0.01000005	0.10630204
ENSG00000172264	HGNC:16126	chr20	6.0	27.305	0.04139503	0.04679396	0.01185905	0.10988604
ENSG00000182308	HGNC:27723	chr4	1.0	4.1772	0.0472887	0.0468281	0.00138005	0.19495303
ENSG00000132938	HGNC:20595	chr13	10.0	49.276	0.0503412	0.04683697	0.02398905	0.08287204
ENSG00000087116	HGNC:218	chr5	10.0	54.601	0.08805923	0.04684973	0.01465005	0.12342504
ENSG00000115457	HGNC:5471	chr2	3.0	9.4968	0.08643944	0.04685094	0.01254705	0.10645404
ENSG00000070087	HGNC:8882	chr3	1.0	5.2569	0.19231921	0.04688047	0.00439105	0.14222304
ENSG00000141040	HGNC:13502	chr17	7.0	33.308	0.0313047	0.04688336	0.02415105	0.07839704
ENSG00000161326	HGNC:17007	chr17	2.0	5.362	0.07923439	0.04689792	0.00512805	0.13037204
ENSG00000165861	HGNC:13180	chr14	8.0	33.097	0.04627208	0.04694492	0.02373405	0.08102904
ENSG00000149115	HGNC:19081	chr11	15.0	61.255	0.02815174	0.0469681	0.02807905	0.07184204
ENSG00000166855	HGNC:2088	chr15	6.0	34.677	0.05366088	0.0470746	0.02572905	0.07683904
ENSG00000033867	HGNC:11033	chr3	12.0	57.206	0.07028141	0.04708118	0.02449205	0.08042804
ENSG00000101158	HGNC:15934	chr20	8.0	32.699	0.09756554	0.04708842	0.01906005	0.09635404
ENSG00000048707	HGNC:23595	chr1	55.0	207.32	0.05118292	0.04709901	0.03664905	0.05925004
ENSG00000185359	HGNC:4897	chr17	13.0	45.365	0.06841172	0.0471113	0.01957305	0.09353104
ENSG00000133069	HGNC:24239	chr1	5.0	21.264	0.14903019	0.04712129	0.01852605	0.10828404
ENSG00000138207	HGNC:9922	chr10	2.0	10.597	0.02375445	0.04712945	0.00649805	0.12093504
ENSG00000166484	HGNC:6880	chr17	9.0	25.801	0.09591732	0.04716289	0.02275605	0.08345004
ENSG00000185742	HGNC:33788	chr11	1.0	3.732	0.05816045	0.04718062	0.00339005	0.15068603
ENSG00000005073	HGNC:5101	chr7	0.0	9.0836	0.09866162	0.04718329	0.00932805	0.12221804
ENSG00000177707	HGNC:17664	chr3	3.0	21.158	0.04290399	0.04718373	0.01555105	0.09403204
ENSG00000171729	HGNC:25488	chr1	2.0	8.2318	0.02058357	0.0472038	0.00343505	0.12728104
ENSG00000173517	HGNC:29431	chr15	17.0	57.664	0.05191126	0.04722128	0.03032805	0.06923804
ENSG00000080224	HGNC:19296	chr3	10.0	47.542	0.05069303	0.04722321	0.02550505	0.07959804
ENSG00000181965	HGNC:7764	chr5	5.0	4.1618	0.04713857	0.04723621	0.00022105	0.24402003
ENSG00000135473	HGNC:20074	chr12	12.0	61.634	0.04654593	0.04727318	0.02957505	0.07052604
ENSG00000113719	HGNC:29205	chr5	3.0	16.406	0.05550128	0.04729549	0.01669605	0.09870204
ENSG00000102001	HGNC:1393	chrX	23.0	72.744	0.19222979	0.04729758	0.02716305	0.07426604
ENSG00000162601	HGNC:29401	chr1	13.0	50.6	0.03178532	0.04729948	0.02250105	0.07882704
ENSG00000101825	HGNC:7539	chrX	14.0	54.987	0.03221293	0.04731062	0.02123105	0.07919404
ENSG00000183873	HGNC:10593	chr3	17.0	82.792	0.03459712	0.04732729	0.02791105	0.07066304
ENSG00000177511	HGNC:14269	chr18	2.0	15.205	0.04997108	0.04732999	0.01556605	0.10441404
ENSG00000143641	HGNC:4124	chr1	11.0	37.302	0.06039152	0.04733004	0.02658305	0.07556104
ENSG00000184388	HGNC:31852	chrX	0.0	0.37339	0.04692885	0.04737523	0.00021705	0.24520303
ENSG00000119906	HGNC:17814	chr10	19.0	51.223	0.08599002	0.04737527	0.02612405	0.07719604
ENSG00000134375	HGNC:17315	chr1	3.0	11.378	0.02661475	0.04738539	0.00615405	0.11551004
ENSG00000070785	HGNC:3259	chr1	5.0	24.318	0.01857325	0.04739195	0.01827405	0.08982704
ENSG00000160305	HGNC:17217	chr21	18.0	75.41	0.03942572	0.0474173	0.03072105	0.06891904
ENSG00000086200	HGNC:20628	chr5	18.0	63.813	0.03611683	0.04742441	0.02881005	0.07191604
ENSG00000151892	HGNC:4243	chr10	6.0	22.616	0.05885187	0.04742643	0.02141605	0.08566604
ENSG00000122824	HGNC:17621	chrX	2.0	5.0271	0.1513246	0.04743107	0.00748705	0.13206204
ENSG00000103266	HGNC:11427	chr16	6.0	17.423	0.05800758	0.0474812	0.01834905	0.09138704
ENSG00000140557	HGNC:10870	chr15	5.0	16.158	0.07286961	0.04751056	0.01880105	0.09204804
ENSG00000143815	HGNC:6518	chr1	9.0	37.206	0.04460938	0.04751279	0.02592805	0.07833104
ENSG00000141668	HGNC:1544	chr18	2.0	5.3725	0.1022716	0.04753362	0.00851105	0.12558804
ENSG00000146830	HGNC:9126	chr7	22.0	64.904	0.10937113	0.04754635	0.03142605	0.06819404
ENSG00000184305	HGNC:29349	chr4	12.0	35.361	0.06231143	0.04755048	0.02530505	0.07958004
ENSG00000142669	HGNC:15568	chr1	2.0	5.9282	0.0535821	0.04757879	0.00316505	0.13558104
ENSG00000113319	HGNC:9876	chr5	16.0	67.513	0.0620279	0.04758542	0.03148705	0.06834704
ENSG00000166257	HGNC:20665	chr11	4.0	11.427	0.07442897	0.04758643	0.01461905	0.10233704
ENSG00000174206	HGNC:26517	chr12	3.0	14.161	0.04615678	0.04758704	0.01410505	0.10058004
ENSG00000154764	HGNC:12786	chr3	5.0	14.809	0.09882859	0.04759907	0.01719905	0.09534204
ENSG00000186960	HGNC:19828	chr14	1.0	2.7547	0.0164594	0.0475993	6.605e-05	0.24091103
ENSG00000197930	HGNC:13280	chr14	6.0	31.859	0.03173691	0.0476039	0.01824905	0.09417504
ENSG00000065491	HGNC:21602	chr6	9.0	31.492	0.07924029	0.0476077	0.02430205	0.08078604
ENSG00000155330	HGNC:33754	chr16	5.0	9.4735	0.0626971	0.04761804	0.01064205	0.11051804
ENSG00000110400	HGNC:9706	chr11	6.0	20.706	0.08147821	0.04763041	0.02143505	0.08801704
ENSG00000100426	HGNC:20721	chr22	7.0	32.49	0.05833199	0.04763084	0.02429305	0.08060804
ENSG00000174738	HGNC:7963	chr3	8.0	23.242	0.14601083	0.04764161	0.02338405	0.08269104
ENSG00000039068	HGNC:1748	chr16	9.0	36.519	0.04526499	0.04764809	0.02344105	0.08290804
ENSG00000175793	HGNC:10773	chr1	2.0	8.9387	0.04782832	0.04766273	0.00054805	0.22515903
ENSG00000158882	HGNC:25756	chr1	3.0	16.639	0.02149436	0.04766761	0.01161305	0.10494704
ENSG00000144161	HGNC:30941	chr2	4.0	16.359	0.02193377	0.04769137	0.00413505	0.13607004
ENSG00000162373	HGNC:25668	chr1	5.0	15.97	0.06330835	0.04769766	0.01303805	0.11058704
ENSG00000181418	HGNC:24458	chr12	5.0	22.048	0.02322936	0.04770557	0.01033105	0.10437004
ENSG00000121057	HGNC:367	chr17	7.0	35.246	0.05490705	0.04771959	0.02478105	0.08010304
ENSG00000099822	HGNC:4846	chr19	5.0	23.478	0.05064115	0.04778315	0.01981105	0.08952504
ENSG00000141568	HGNC:6036	chr17	7.0	22.672	0.12093325	0.04781663	0.01842905	0.09532604
ENSG00000160097	HGNC:20240	chr1	1.0	6.5265	0.04824417	0.04784208	0.00237905	0.17709303
ENSG00000160209	HGNC:8819	chr21	3.0	17.704	0.02927691	0.04784403	0.01356305	0.10241004
ENSG00000124208	HGNC:33521	chr20	7.0	19.664	0.19717287	0.04785365	0.01848105	0.09386704
ENSG00000111704	HGNC:20857	chr12	1.0	8.5145	0.00648017	0.04789252	0.00017505	0.19468203
ENSG00000083720	HGNC:8527	chr5	10.0	31.341	0.0560612	0.04790224	0.02123605	0.08383304
ENSG00000179604	HGNC:17147	chr17	2.0	6.9857	0.0538725	0.04792039	0.00503805	0.13057204
ENSG00000147889	HGNC:1787	chr9	1.0	4.9861	0.00944808	0.0479223	0.00015705	0.16889203
ENSG00000121486	HGNC:16782	chr1	7.0	36.065	0.03583704	0.0479565	0.02597105	0.07832604
ENSG00000127564	HGNC:29650	chr16	5.0	20.192	0.02253476	0.04799775	0.01262005	0.10321404
ENSG00000169100	HGNC:10992	chrX	3.0	9.9496	0.20234667	0.04802618	0.01096505	0.11312204
ENSG00000089169	HGNC:17056	chr12	14.0	46.173	0.05008071	0.04802885	0.02869705	0.07382104
ENSG00000105856	HGNC:23200	chr7	9.0	26.64	0.13640211	0.04803611	0.02286105	0.08499004
ENSG00000144535	HGNC:28648	chr2	8.0	44.378	0.01736502	0.04804696	0.02611105	0.07895804
ENSG00000108592	HGNC:17136	chr17	13.0	50.173	0.06896775	0.0480738	0.02639705	0.07827104
ENSG00000104327	HGNC:1434	chr8	5.0	20.561	0.0474233	0.04809418	0.02001105	0.09035604
ENSG00000169139	HGNC:12495	chr8	3.0	6.1859	0.08070154	0.04809799	0.00865805	0.12704104
ENSG00000205476	HGNC:35459	chr14	2.0	13.313	0.05029874	0.04811031	0.01289705	0.11050404
ENSG00000116852	HGNC:29442	chr1	28.0	89.598	0.06981168	0.04811334	0.03289605	0.06733904
ENSG00000184254	HGNC:409	chr15	6.0	23.182	0.04943762	0.04811619	0.01937805	0.09146104
ENSG00000151422	HGNC:3655	chr5	10.0	47.457	0.03925467	0.04812274	0.02813105	0.07520604
ENSG00000054611	HGNC:1309	chr22	6.0	27.137	0.04739138	0.04812661	0.02146105	0.08852404
ENSG00000163950	HGNC:10904	chr4	4.0	12.231	0.04809814	0.04813147	0.01147405	0.10895604
ENSG00000124222	HGNC:11431	chr20	4.0	19.003	0.03408766	0.0481514	0.01710205	0.09514904
ENSG00000135686	HGNC:17844	chr16	4.0	23.013	0.04217118	0.04815217	0.02023305	0.09006104
ENSG00000198055	HGNC:4545	chr5	12.0	34.072	0.08360262	0.04815351	0.02632505	0.07849804
ENSG00000128708	HGNC:4821	chr2	4.0	23.525	0.04590465	0.04816668	0.01934505	0.09109704
ENSG00000171462	HGNC:21113	chr6	2.0	13.744	0.04414349	0.04819233	0.01254805	0.10846804
ENSG00000117598	HGNC:31703	chr1	5.0	16.216	0.03102965	0.04819455	0.01653205	0.09589904
ENSG00000184779	HGNC:10397	chr15	0.0	0.41103	0.04826636	0.04819956	0.00124305	0.20493503
ENSG00000145708	HGNC:2356	chr5	4.0	15.727	0.01582963	0.04820429	0.01225205	0.10289604
ENSG00000018625	HGNC:800	chr1	16.0	49.06	0.10881295	0.04825764	0.02858505	0.07497604
ENSG00000184368	HGNC:25899	chrX	9.0	32.834	0.02412417	0.04827569	0.02230805	0.08678704
ENSG00000115896	HGNC:9063	chr2	11.0	38.273	0.04203066	0.04827914	0.02800505	0.07570404
ENSG00000217442	HGNC:35245	chr22	0.0	2.8736	0.02018652	0.04828469	0.00021505	0.22441303
ENSG00000105849	HGNC:18027	chr7	2.0	11.656	0.03655363	0.0483467	0.00891605	0.11757004
ENSG00000134769	HGNC:3057	chr18	9.0	42.711	0.06619451	0.04835877	0.02686505	0.08070004
ENSG00000137812	HGNC:24054	chr15	19.0	88.767	0.01134612	0.04835956	0.01422305	0.10045004
ENSG00000204248	HGNC:2187	chr6	25.0	114.07	0.06408702	0.04837863	0.03415205	0.06648104
ENSG00000145349	HGNC:1462	chr4	11.0	33.802	0.11914586	0.04839852	0.02590105	0.08035004
ENSG00000125878	HGNC:11627	chr20	0.0	2.1154	0.04812585	0.0484159	0.00117705	0.20766803
ENSG00000104365	HGNC:5960	chr8	9.0	54.097	0.04268947	0.04842199	0.01469605	0.10686104
ENSG00000151743	HGNC:27281	chr12	3.0	12.84	0.01362801	0.04843261	0.00786305	0.11339604
ENSG00000089248	HGNC:13799	chr12	1.0	8.934	0.02054758	0.04843837	0.00148805	0.15321303
ENSG00000160917	HGNC:2327	chr7	4.0	16.501	0.24873786	0.04847047	0.00877905	0.15609803
ENSG00000169230	HGNC:30255	chr5	4.0	13.753	0.06387666	0.04848562	0.01627905	0.09884604
ENSG00000196353	HGNC:2317	chr3	8.0	30.502	0.04308803	0.04853811	0.02451005	0.08250904
ENSG00000066455	HGNC:4428	chr14	16.0	46.091	0.02888102	0.04858395	0.02946705	0.07384604
ENSG00000176076	HGNC:6241	chrX	1.0	1.5281	0.04817682	0.04859171	0.00026005	0.24867303
ENSG00000180035	HGNC:13114	chr16	7.0	19.051	0.11902393	0.04860037	0.02377105	0.08477304
ENSG00000157483	HGNC:7599	chr15	21.0	68.477	0.06760094	0.04862355	0.03162205	0.07081204
ENSG00000116641	HGNC:19190	chr1	34.0	119.47	0.05925771	0.048662	0.03468505	0.06592304
ENSG00000083812	HGNC:14096	chr19	6.0	19.402	0.038512	0.04868025	0.01377305	0.11684304
ENSG00000091039	HGNC:16396	chr12	15.0	55.541	0.12749959	0.04868508	0.02978005	0.07299804
ENSG00000162244	HGNC:10331	chr3	2.0	6.7279	0.12267127	0.04870936	0.00700205	0.12408204
ENSG00000196923	HGNC:22958	chr5	4.0	21.561	0.0198095	0.04871552	0.01687605	0.09868104
ENSG00000023902	HGNC:24310	chr1	4.0	19.012	0.06635871	0.04871828	0.01851405	0.09651004
ENSG00000184828	HGNC:31700	chr18	4.0	14.781	0.1086186	0.04873581	0.01883005	0.09631304
ENSG00000218891	HGNC:26646	chr19	1.0	10.38	0.05964737	0.04876355	0.00275705	0.16048503
ENSG00000004478	HGNC:3720	chr12	6.0	23.481	0.09223172	0.04876948	0.02097705	0.09203104
ENSG00000198862	HGNC:13082	chr21	22.0	85.8	0.04448577	0.04879565	0.03067605	0.07237104
ENSG00000197860	HGNC:23567	chr5	6.0	19.563	0.07668541	0.04880183	0.02008605	0.09292404
ENSG00000131473	HGNC:115	chr17	15.0	61.287	0.06508811	0.04883593	0.03077905	0.07243904
ENSG00000159459	HGNC:16808	chr15	27.0	106.7	0.09773997	0.04885844	0.03316105	0.06867704
ENSG00000068793	HGNC:13759	chr15	14.0	72.412	0.04966568	0.04887549	0.02994005	0.07456104
ENSG00000060069	HGNC:2498	chr18	13.0	39.037	0.13471651	0.04888066	0.02858705	0.07678004
ENSG00000065054	HGNC:11076	chr16	5.0	15.0	0.0167373	0.0488836	0.00546505	0.11849104
ENSG00000104765	HGNC:1085	chr8	3.0	10.246	0.07347239	0.04890793	0.01057205	0.11937404
ENSG00000075461	HGNC:1408	chr17	5.0	12.743	0.10362461	0.04893941	0.01811005	0.09845604
ENSG00000127080	HGNC:14645	chr9	5.0	28.779	0.03026	0.04897506	0.02318305	0.08583304
ENSG00000204427	HGNC:13921	chr6	9.0	40.95	0.04783005	0.04899144	0.01969705	0.09083104
ENSG00000100379	HGNC:25705	chr22	5.0	12.909	0.06633597	0.04899169	0.01370805	0.11439104
ENSG00000178919	HGNC:3806	chr9	0.0	5.1973	0.04850322	0.04900349	0.00022805	0.25420302
ENSG00000160271	HGNC:9842	chr9	8.0	42.365	0.07898178	0.04900684	0.02204805	0.08789304
ENSG00000142871	HGNC:2654	chr1	3.0	17.225	0.03681087	0.04904488	0.01352505	0.10593504
ENSG00000138430	HGNC:28833	chr2	6.0	20.558	0.05337956	0.04904589	0.01811405	0.09905404
ENSG00000178567	HGNC:19735	chr3	4.0	20.273	0.04923131	0.04915541	0.00765105	0.14117004
ENSG00000227059	HGNC:40024	chr12	4.0	15.905	0.03798748	0.04916019	0.00446205	0.13713604
ENSG00000185340	HGNC:16955	chr22	1.0	10.253	0.0280505	0.04916572	0.01647705	0.09933804
ENSG00000141956	HGNC:13999	chr21	23.0	71.657	0.08026909	0.04918176	0.02992205	0.07514604
ENSG00000028528	HGNC:11172	chr15	5.0	30.588	0.04035528	0.04919019	0.02302805	0.08720304
ENSG00000114796	HGNC:25947	chr3	9.0	24.151	0.12659519	0.0492069	0.02469405	0.08467804
ENSG00000103978	HGNC:24522	chr15	10.0	39.167	0.0423487	0.04923566	0.02635105	0.08132004
ENSG00000164024	HGNC:15789	chr4	6.0	22.284	0.06091582	0.04924526	0.02022205	0.09454004
ENSG00000131100	HGNC:857	chr22	3.0	15.082	0.09135502	0.04927709	0.01404505	0.10918204
ENSG00000163697	HGNC:582	chr4	10.0	38.524	0.10513717	0.04930774	0.02670605	0.08535504
ENSG00000175592	HGNC:13718	chr11	3.0	10.36	0.0243738	0.04930857	0.00724205	0.11667804
ENSG00000205927	HGNC:9398	chr21	2.0	4.7301	0.12771124	0.04931603	0.00776505	0.13555504
ENSG00000164332	HGNC:28110	chr5	5.0	17.56	0.07362906	0.04936778	0.01788205	0.09907704
ENSG00000074527	HGNC:13658	chr12	6.0	34.39	0.03979384	0.04939706	0.02626105	0.08327904
ENSG00000205090	HGNC:25186	chr1	2.0	7.2344	0.08519053	0.0494335	0.00621905	0.14025704
ENSG00000185946	HGNC:18666	chr1	10.0	22.829	0.01393584	0.04943542	0.00605805	0.12763304
ENSG00000204130	HGNC:19761	chr10	14.0	43.776	0.03229664	0.04945546	0.02804905	0.07846104
ENSG00000170473	HGNC:30258	chr12	4.0	9.2007	0.08744647	0.04948436	0.00883505	0.13083004
ENSG00000257704	HGNC:27406	chr19	0.0	0.2626	0.04972526	0.04948701	0.00011105	0.27305002
ENSG00000226479	HGNC:18896	chr2	0.0	10.684	0.04903783	0.04949902	0.00015905	0.26545302
ENSG00000171812	HGNC:2216	chr1	4.0	13.816	0.07321006	0.04951084	0.01417905	0.11852604
ENSG00000154975	HGNC:1369	chr17	4.0	19.915	0.05967736	0.04953464	0.02213305	0.09084004
ENSG00000153820	HGNC:30619	chr2	12.0	61.633	0.01841852	0.04955351	0.02987305	0.07586704
ENSG00000188981	HGNC:33741	chr4	1.0	9.757	0.04424603	0.04957928	0.00690305	0.13299804
ENSG00000164850	HGNC:4485	chr7	1.0	6.8254	0.03525004	0.04958132	0.00593605	0.13716304
ENSG00000014164	HGNC:28972	chr8	7.0	32.095	0.02521522	0.04958517	0.02122705	0.09093504
ENSG00000090006	HGNC:6717	chr19	19.0	85.319	0.06156654	0.0496086	0.02521105	0.08645204
ENSG00000138669	HGNC:9416	chr4	9.0	42.853	0.05087949	0.04963143	0.02775405	0.08023104
ENSG00000134313	HGNC:29508	chr2	20.0	82.964	0.06700853	0.04966427	0.03358905	0.06998704
ENSG00000107807	HGNC:5056	chr10	1.0	8.8017	0.07856541	0.04966802	0.00749705	0.13563704
ENSG00000105732	HGNC:26166	chr19	7.0	25.893	0.07914717	0.04970947	0.02504605	0.08510404
ENSG00000144791	HGNC:6612	chr3	6.0	27.108	0.06105894	0.04971456	0.02231405	0.09079904
ENSG00000137573	HGNC:20391	chr8	15.0	50.076	0.0648177	0.04972054	0.03088005	0.07467604
ENSG00000158773	HGNC:12593	chr1	7.0	22.458	0.12813359	0.04976828	0.01712605	0.09310204
ENSG00000116133	HGNC:2859	chr1	8.0	27.624	0.05440895	0.04976887	0.01644805	0.09627904
ENSG00000164951	HGNC:9279	chr8	4.0	18.664	0.07309832	0.04977375	0.02134605	0.09358304
ENSG00000169851	HGNC:8659	chr4	7.0	31.277	0.08045707	0.04978617	0.02657505	0.08264104
ENSG00000169047	HGNC:6125	chr2	9.0	31.287	0.20904345	0.0498006	0.02773005	0.08095704
ENSG00000183186	HGNC:29417	chr19	1.0	5.7126	0.02724978	0.04982975	0.00083705	0.20550103
ENSG00000103249	HGNC:2025	chr16	10.0	43.017	0.05276244	0.04986324	0.02821105	0.07954004
ENSG00000154734	HGNC:217	chr21	8.0	39.298	0.02396353	0.04991086	0.02528505	0.08455804
ENSG00000197019	HGNC:17932	chr19	1.0	4.2024	0.06340936	0.04991914	0.00177305	0.17336703
ENSG00000165813	HGNC:24349	chr10	15.0	50.117	0.06020518	0.04996467	0.03060005	0.07595704
ENSG00000126353	HGNC:1608	chr17	4.0	11.762	0.09482918	0.04996972	0.01366905	0.11205304
ENSG00000166261	HGNC:12994	chr11	6.0	28.288	0.03873321	0.04998909	0.02447305	0.08628704
